date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
45581,20.6,15,26.9,0,,,6.8,,1016,
45582,20.7,16.9,26.9,0.5,,,7.1,,1015.4,
45583,21.1,15.7,27.4,0,,,8.9,,1017.4,
45584,22.9,17.7,28.2,0,,,8,,1014.2,
45585,24.8,19,30.7,0,,,14.2,,1009.2,
45586,27.6,22.2,34.3,0.5,,,10.1,,1011.1,
45587,24.6,20.5,34.3,0.1,,,12.8,,1015.4,
45588,21,18.6,27.9,7.9,,,10.7,,1008,
45589,18.8,15.3,22.4,29,,,8.2,,1000.7,
45590,16,12.5,21,3.3,,,6.7,,1007.1,
45591,16.9,8.7,25.7,0,,,4.7,,1016.8,
45592,21.1,14.2,27.7,0,,,7.3,,1018.4,
45593,24.4,18.6,30.1,0,,,8.2,,1016.5,
45594,25.8,20.7,30.7,0,,,9.5,,1016.3,
45595,25.5,20.9,30.9,0,,,10.3,,1015.2,
45596,24.3,20.7,30,0,,,7.2,,1011.6,
45597,25.9,21.3,31.1,0,,,11.7,,1006.2,
45598,23.4,20.8,31.1,7.1,,,10.9,,1010.3,
45599,19.8,13.4,24.7,0,,,13.9,,1016.4,
45600,20.3,16,23.8,0,,,8.6,,1012,
45601,19.8,14.4,24.4,0,,,7.9,,1019.5,
45602,21.7,17.5,26.9,0,,,11.3,,1015.1,
45603,20.7,17.8,27,,,,12.1,,1017.8,
45604,20,13.7,24.8,0,,,7.9,,1017.5,
45605,23.2,18.8,28.1,0,,,9.2,,1013.8,
45606,23.9,19,30,2.9,,,11.2,,1009.5,
45607,18.7,14.7,30.3,7.9,,,11.4,,1012,
45608,18.6,11.3,25.3,0,,,9.2,,1013.6,
45609,21.5,14,26.4,0,,,5.9,,1012.1,
45610,24.4,19.1,30.2,0,,,8.6,,1012.8,
45611,26.5,21.6,31.7,0,,,10.5,,1009.7,
45612,27.8,23.3,33.7,0,,,8.6,,1008.8,
45613,19.5,15.9,33.9,6.1,,,16.5,,1014.2,
45614,17.9,13.1,23.2,0,,,10.5,,1019.3,
45615,19.2,16.7,21.6,0,,,9,,1018.8,
45616,21.3,18.8,23.8,0,,,10.1,,1019,
45617,21.3,19.3,23.3,0,,,9.8,,1020.3,
45618,22.6,19,26.8,0,,,9.7,,1019.3,
45619,23.5,20,27.9,0,,,11.2,,1016.4,
45620,26.1,21.3,32.1,1.2,,,10.9,,1010.4,
45621,24.7,22.4,32.2,11.9,,,8.8,,1010.5,
45622,23.5,20.4,28.2,0,,,7.1,,1009.3,
45623,22.4,19.4,28,15,,,6.8,,1007.8,
45624,22.9,18,26.9,0.9,,,8.4,,1009.9,
45625,23.1,17.7,28.7,8.8,,,8.1,,1012.8,
45626,21.7,16.9,28.9,0,,,8.9,,1015.1,
45627,20.3,18.9,21.8,28,,,10.4,,1004.1,
45628,18.6,13.8,23.7,0,,,9.2,,1009.4,
45629,15.7,10.2,23.7,0,,,6.8,,1015.9,
45630,22.2,16.1,28.1,0,,,10.7,,1013.3,
45631,25.9,19.5,32.4,2,,,11.5,,1007,
45632,23.7,17.1,32.6,14,,,9.6,,1005.5,
45633,17.9,12.6,29.7,0,,,11.1,,1016,
45634,17.6,12,22.1,0,,,5.9,,1018.7,
45635,20,15.1,24.5,,,,5.9,,1016.5,
45636,23.6,17,28.8,,,,7.6,,1014.8,
45637,25.3,20.8,29.4,,,,10.1,,1012.3,
45638,26.7,22.1,31.8,,,,11.1,,1009.2,
45639,24.6,21.6,32,,,,9.9,,1008.7,
45640,23.4,18.6,29.4,0,,,11.8,,1010.6,
45641,22.2,17.8,29.4,0,,,8.9,,1013.8,
45642,21.1,15.3,28.4,0,,,8,,1016.4,
45643,23.5,20,27.8,0,,,9.3,,1017.3,
45644,25,21.1,29.5,0,,,10,,1012.9,
45645,24.3,19.5,29.5,4.1,,,6.3,,1009,
45646,25.7,20.2,31,5,,,9.1,,1006.9,
45647,19.7,16,31.5,0,,,8.7,,1017,
45648,22.3,17,27.4,0,,,9.5,,1018.5,
45649,25.6,20.2,31.3,0,,,9.5,,1013.6,
45650,22.5,17.3,31.3,5.1,,,8.1,,1014.8,
45651,18.6,15.2,26.4,0,,,8.2,,1016.3,
45652,21.2,15.2,27.7,0,,,8.4,,1013.2,
45653,22.9,16.5,29.5,0,,,7.3,,1013.5,
45654,22.7,18.5,29.5,0,,,8.5,,1018,
45655,23,19.5,28.1,0,,,9.9,,1017,
45656,24.1,20.8,29.3,0,,,10.7,,1013.5,
45657,26,21.8,31.7,0,,,13.2,,1010.6,
45658,26.8,23,32.3,2.2,,,8.6,,1007.8,
45659,26.2,20.6,32.5,6.1,,,9,,1007.4,
45660,23,17,32.8,0,,,7.6,,1010.1,
45661,21.8,15.2,28.9,0,,,9.1,,1013.1,
45662,22.3,18.7,26,0,,,8.3,,1014.4,
45663,23.2,19.7,28.3,0,,,9.9,,1014.1,
45664,24.6,20.7,29.7,0,,,9.1,,1013.6,
45665,25.6,21.9,30.8,0,,,9.6,,1013.6,
45666,26.5,22.2,32,0,,,11,,1012.1,
45667,26.3,22.4,31.9,0,,,8.4,,1012.9,
45668,25.5,22.2,32,0,,,9.8,,1015.4,
45669,25.6,22,30,0,,,9.1,,1015.3,
45670,26.9,23,31.4,0,,,10,,1011.9,
45671,27.6,23.3,32.5,0,,,9.4,,1009.6,
45672,28.7,24.2,34.7,0,,,9.4,,1009.4,
45673,30.1,26.2,36.1,0,,,8.5,,1010,
45674,28,23.5,37,2.5,,,12.5,,1011.7,
45675,25.8,22.2,33,0,,,11,,1013.7,
45676,23.7,20.9,30.4,20.9,,,10.6,,1012.6,
45677,22.6,18.2,27,9.2,,,10.7,,1011.8,
45678,25,20.7,29.1,0,,,8.8,,1010.7,
45679,29.3,23.7,35.7,0,,,8.3,,1011.9,
45680,30.1,24.8,35.7,0.2,,,9.6,,1011.8,
45681,28.4,23.4,35,2,,,7,,1009.2,
45682,27.1,21.6,32.2,0,,,9.7,,1013.5,
45683,28.1,23.2,32.2,0,,,10.8,,1014.2,
45684,26.4,23.2,32,6.2,,,11.4,,1010.1,
45685,26,22.5,30.1,0,,,5.7,,1013.5,
45686,26,21.7,31.2,0.1,,,10.3,,1016,
45687,26.3,23.9,31.4,0,,,9.5,,1015.4,
45688,26.1,23,30.1,0,,,9.1,,1011.4,
45689,27.8,23.6,32.2,0,,,8.2,,1008.8,
45690,29.4,24.7,35.2,0,,,8.8,,1006.6,
45691,31.2,26.3,37.2,0,,,8.2,,1005.6,
45692,27.8,23.8,37.6,0,,,8.9,,1008.9,
45693,23.9,21.2,31.5,35.1,,,9.3,,1008.8,
45694,24.1,19,28.9,0,,,6.9,,1010.9,
45695,27,22.2,31.4,0,,,8.2,,1015.4,
45696,28.5,23.8,32.6,0,,,11.9,,1013.4,
45697,25.2,18.7,32.9,14,,,13.2,,1015.8,
45698,30.3,23.7,38.5,0,,,9.7,,1007.4,
45699,24,16.7,38.5,7.1,,,8.9,,1007.2,
45700,22.9,21,26,0.2,,,9.4,,1012.6,
45701,25,20.6,30.2,0,,,7,,1016.5,
45702,24.4,21.7,30.3,6.1,,,11.8,,1012.5,
45703,24.1,19.5,28.4,3,,,5.7,,1008.4,
45704,25.9,23,30.2,1,,,7.3,,1006.1,
45705,25.7,18.3,32,0,,,7.2,,1010.1,
45706,18.6,12.9,31.9,0,,,8,,1017.7,
45707,22.7,15.7,28.7,0,,,5,,1012.4,
45708,27.3,22.7,32.2,0,,,9.7,,1012.2,
45709,30.2,25.6,34.8,1.7,,,11.5,,1012.9,
45710,26.9,23,35.2,6.1,,,10.8,,1013.8,
45711,27.9,25.2,31.2,0,,,10.9,,1012.2,
45712,25.6,22.2,31.6,0,,,7.7,,1011.2,
45713,24.7,22,26.8,1,,,4,,1011.1,
45714,24.8,22.4,27,0,,,11.4,,1014.8,
45715,25.3,22.6,28.9,0.1,,,10.2,,1013.6,
45716,26.2,23,29,23.8,,,9,,1008.7,
45717,25,22.3,29,0.2,,,6.2,,1009.6,
45718,23.7,20.9,29,0,,,8.4,,1014.6,
45719,23.3,20,25.7,82,,,6.5,,1013.3,
45720,24.6,21.4,28.7,18.8,,,9.2,,1012.5,
45721,29.7,25,35.1,14.4,,,7.8,,1009.6,
45722,31.1,26.5,35.8,4.3,,,7.7,,1010.9,
45723,31.1,27.6,35.8,0.7,,,12.2,,1011.1,
45724,21.9,18,34.1,27.9,,,9.2,,1017,
45725,18.1,13.2,23.1,0,,,10.1,,1023.9,
45726,20,15,24.2,0,,,8.1,,1017.4,
45727,19.8,16,24.5,0.3,,,9.5,,1019.3,
45728,18.5,15.6,22.4,0,,,9.3,,1025.2,
45729,17.6,13.6,22.8,0,,,8.2,,1023.4,
45730,18.8,13.2,24.3,,,,6.9,,1019.5,
45731,20.4,15,24.7,,,,7.5,,1019.7,
45732,22.3,20.2,26.8,,,,7,,1020.3,
45733,24.1,20.3,28.6,,,,5.3,,1018.7,
45734,24.7,20.2,31.6,,,,6.5,,1016.7,
45735,26.3,21.3,31.9,,,,7.3,,1016.3,
45736,26.9,21.4,32.4,,,,7.9,,1016.4,
45737,27.3,22.9,32.4,,,,8,,1014.4,
45738,25.8,24.1,32.3,0,,,6,,1011.5,
45739,21.3,19.3,27.5,20.1,,,9.6,,1013.4,
45740,21.2,18.6,25.7,2.2,,,9,,1016.2,
45741,20.8,16,25.7,0.3,,,11.2,,1020.1,
45742,22,18.6,26.2,0,,,8.6,,1016.4,
45743,25.1,21.5,29.6,3.3,,,7.7,,1011.4,
45744,23.7,20.9,29.6,0.5,,,5.1,,1011,
45745,21.6,15.8,27.5,0,,,4.6,,1014.2,
45746,24.4,17.7,30.6,17.8,,,13.7,,1007.6,
45747,17.6,13.6,31.1,23.1,,,9.8,,1017.1,
45748,16.7,11.4,22.4,0,,,7.9,,1022.4,
45749,19.6,13.8,26.2,0,,,3,,1014.1,
45750,18.1,10.7,26.4,0,,,10.4,,1017.8,
45751,12.2,7.6,23.5,0,,,9.8,,1031,
45752,15.2,10.7,19.1,0,,,6.6,,1030.8,
45753,18.5,14.5,23.2,0,,,11.3,,1026.2,
45754,18.2,16.2,23.2,25.1,,,11.6,,1021.9,
45755,19.9,17.2,22.7,4.4,,,15.8,,1018.3,
45756,20.4,18.2,23.1,0.6,,,13.4,,1018.7,
45757,20.6,18.5,24,0.3,,,11,,1017.7,
45758,22.2,20,25.9,1,,,8.1,,1015.4,
45759,21.9,16.2,26,0,,,9.5,,1014.4,
45760,18,12.4,26,0,,,5,,1018.6,
45761,16.9,11,24.5,0,,,6.1,,1019.2,
45762,18.3,16.6,23,0,,,6.3,,1017.3,
45763,17.6,13.7,22,0.5,,,6,,1015.3,
45764,17.2,13.5,22.4,,,,7.4,,1014.4,
45765,17.2,13.5,22.5,24.9,,,7,,1016.8,
45766,15.3,10.5,22.5,0,,,7,,1021.8,
45767,14.3,9.5,21,,,,4.7,,1020.8,
45768,16.5,11.5,20.7,,,,4,,1018.2,
45769,20.2,16.4,25,0,,,6.6,,1015,
45770,21.8,18.9,27,0,,,5.4,,1012.7,
45771,19.7,16.8,27.3,0,,,6.1,,1013.1,
45772,22,17.6,26.8,18.1,,,8,,1007.9,
45773,18.8,14,27.1,27.9,,,7.7,,1012.1,
45774,16.1,11,23,0,,,7.3,,1016,
45775,16.2,10,23,0,,,4.2,,1017.4,
45776,15.8,9.6,23,0,,,5,,1017.2,
45777,18.7,13.5,24.6,0,,,6.2,,1016.7,
45778,18.6,15.6,24.6,0,,,8.1,,1016.3,
45779,19.1,13.7,25.7,0,,,3.2,,1016.7,
45780,18.4,13.3,25.7,0,,,4,,1017.2,
45781,22,18.3,27.7,12.6,,,8.5,,1015.4,
45782,18.1,15.9,27.7,49,,,10,,1017.5,
45783,21.1,18.2,24.9,14.7,,,6.9,,1013,
45784,20.8,19.2,24.9,10.9,,,8.7,,1009.9,
45785,19.3,16,22.7,1.5,,,8.1,,1008,
45786,18.2,13.8,23.6,0,,,5.2,,1012.9,
45787,17.8,14.5,23.8,0,,,5.6,,1020.2,
45788,15.9,11,22.9,0,,,8.1,,1025.7,
45789,16.5,14.1,20.3,0,,,10.7,,1023.1,
45790,17.9,14.4,22.3,0,,,7.3,,1017.4,
45791,20.7,17.9,26.2,0,,,6.5,,1017.1,
45792,21.5,19.6,26.9,0,,,7.9,,1015,
45793,20.7,18.2,23.6,46,,,8.1,,1013.9,
45794,18.7,18.1,21,98,,,13.1,,1007.7,
45795,16.3,9.5,20.1,37.1,,,10.1,,1015.3,
45796,11.8,7.6,19.1,0,,,3.8,,1020,
45797,11.5,6.5,17.2,0,,,3.5,,1022.3,
45798,12.8,9.9,17.2,0,,,6.5,,1023.5,
45799,11.9,6.9,16.6,0,,,6.2,,1025.2,
45800,13.4,9.1,16.6,0,,,9.8,,1023.4,
45801,15.8,14,18.6,2.9,,,8.2,,1021.1,
45802,15.4,13.2,18.7,0,,,4.9,,1017.9,
45803,18,15.6,19.2,18.3,,,7.4,,1011.8,
45804,15.6,10.7,19.2,23.1,,,12.8,,1009.9,
45805,10.3,7.1,14.3,15,,,10.9,,1022.7,
45806,8.8,4.2,13.7,0,,,3.9,,1025.2,
45807,10.6,7,15.2,0,,,7.5,,1021.8,
45808,12,7.4,18.7,0.4,,,5.4,,1021.3,
45809,10.4,3.8,19.3,0,,,4.1,,1023.2,
45810,13.1,9,18.4,0,,,8.9,,1020.3,
45811,13.1,8.4,18.6,0,,,4.3,,1016.3,
45812,14.3,11,18.7,0,,,6.2,,1013,
45813,12.7,7.5,19.1,0,,,6,,1019.6,
45814,12,6.4,20.5,0,,,4.4,,1020.7,
45815,12.1,7.3,21,0,,,2.2,,1020.3,
45816,11.7,8.7,20,0,,,6.3,,1022.8,
45817,10.3,7.6,14.9,0,,,3.6,,1025.3,
45818,10.4,6.1,17,0,,,3.6,,1024.7,
45819,11.8,8,17,0,,,7.2,,1026.8,
45820,14,11.4,17.2,0,,,17.5,,1020.5,
45821,13.4,12.1,17.5,11.9,,,9.2,,1017,
45822,11.8,9.8,14.2,20.1,,,8.7,,1015.2,
45823,9.7,4.1,14.7,0,,,5.6,,1015.2,
45824,11.2,5.5,15,0,,,11.1,,1014.5,
45825,12.1,7.7,14,0.5,,,6.4,,1017.3,
45826,9.8,5.5,17.3,0,,,4.2,,1023.6,
45827,10.7,5.5,18.2,0,,,2.8,,1025,
45828,11.6,5.7,18.4,0,,,5.1,,1020.3,
45829,12.1,7.2,18.6,0,,,6.1,,1012.3,
45830,12.3,9.4,16.9,0.9,,,11.1,,1006.5,
45831,6.9,3.2,15.4,0.5,,,18.2,,1010.6,
45832,9,2.2,14.9,0,,,10.3,,1012.6,
45833,10.8,7.6,15.5,0,,,10.8,,1012.9,
45834,8.7,2.4,15.8,0,,,4.3,,1019.1,
45835,9.1,3.1,16.9,0,,,3.9,,1022.1,
45836,8.9,3.6,17,0,,,7.8,,1021,
45837,7.2,5.1,15.6,0,,,11.6,,1028.7,
45838,4.2,3,10,0,,,10.2,,1030.8,
45839,4.1,-0.5,10.3,0,,,5.2,,1033.1,
45840,4.3,-1.9,10.7,0,,,4.6,,1034.8,
45841,9.5,4.2,14.2,0,,,10.2,,1030.1,
45842,11.4,8.4,16,0,,,8.3,,1025,
45843,11.7,8.6,16,0,,,7,,1025.6,
45844,12.4,9.6,16.4,0,,,8.2,,1023.1,
45845,14.5,11.5,20.5,0,,,5.6,,1023.2,
45846,12.3,7.6,20.5,0,,,3,,1024.4,
45847,13.7,9.3,18.4,0,,,6.4,,1025,
45848,13.4,11.6,18.7,0.3,,,6.9,,1025.4,
45849,13.6,9.1,19.4,0,,,3.2,,1026.3,
45850,13,8.6,19.4,0,,,4.4,,1026.4,
45851,14.1,11.5,18.5,0,,,4.5,,1025.1,
45852,12.7,10.6,19,1.6,,,6.9,,1022.5,
45853,16.6,13.7,20.1,9.6,,,7.9,,1015.6,
45854,14.8,10.2,20.1,18,,,12.5,,1015.2,
45855,9.2,7.6,15.5,9.9,,,10.3,,1020.8,
45856,10.8,5.2,17.5,0,,,7.6,,1020.7,
45857,12.7,8.1,19.9,0,,,10,,1019.8,
45858,14.3,8.5,19.9,0,,,7.5,,1018.5,
45859,15.5,10.7,21,0,,,4.2,,1015.8,
45860,12.3,10.6,21.1,0,,,9.5,,1021.6,
45861,9.1,5.5,14.2,0,,,9.6,,1029.1,
45862,11.7,9.5,13.8,6.9,,,9,,1023,
45863,12.9,10,13.9,6,,,6.3,,1015,
45864,10.5,7.3,13.8,2,,,13.4,,1021.5,
45865,10.4,8.7,12.8,0,,,12.6,,1021.9,
45866,11.5,8.6,16.5,0,,,8.3,,1027.3,
45867,11.4,7.3,14.7,0,,,9.3,,1025.9,
45868,14.3,10.7,18.4,0,,,16.4,,1018.8,
45869,15.7,12.6,18.8,0,,,12.6,,1013.7,
45870,16.8,12.9,18.8,18,,,9.8,,1007.1,
45871,15.6,12.5,20.1,1,,,7.6,,1012,
45872,13.8,9,20.2,0,,,6.8,,1021.2,
45873,12.6,8.7,18.6,0,,,7.6,,1029.6,
45874,9.7,6.8,17.2,0,,,7,,1031.4,
45875,12.6,9,17.7,0,,,6.1,,1023.9,
45876,10.6,7.1,18.1,0,,,9.7,,1024.6,
45877,9.8,6,15,0,,,8.2,,1027.5,
45878,9.7,4,17.3,0,,,3.5,,1024.8,
45879,11.7,5.3,19,0,,,5.6,,1024.4,
45880,14.2,8.9,20.8,0,,,7.1,,1021.4,
45881,15.8,11.2,22.7,0,,,8.6,,1014.7,
45882,12.8,10.1,22.7,0,,,12.7,,1024.1,
45883,9.7,5.5,14.6,0,,,9,,1031.9,
45884,8.6,5.6,13.2,0,,,9.8,,1029.5,
45885,11.1,8,12.7,0,,,10.2,,1022.9,
45886,13.1,12.1,14.7,0.2,,,7.7,,1021.5,
45887,14.6,13,17,1.6,,,8.4,,1019.8,
45888,15.2,13,17,66,,,15.8,,1006.1,
45889,15.2,12.8,17.9,43.3,,,14.1,,1001,
45890,15.4,9.2,20.1,0,,,7.3,,1010,
45891,15.8,11.9,20.9,0,,,11.2,,1005.8,
45892,12.4,8,20.9,0,,,9.4,,1021.1,
45893,12.6,6.5,19,0,,,9.7,,1022.3,
45894,15.2,10.7,20.9,0,,,7.4,,1020.7,
45895,15.1,8.8,21,0,,,4.2,,1025.8,
45896,16.1,10.4,21.4,0,,,5.9,,1026.6,
45897,16.2,12.1,20.9,0,,,6.9,,1023.9,
45898,17.6,14.7,21,0,,,10,,1018.7,
45899,18.1,15.9,20.7,0,,,11.4,,1018.4,
45900,17.9,16.1,19.5,20.1,,,12.1,,1013.6,
45901,14.6,11.2,19.5,36,,,7.5,,1013.7,
45902,12.7,9.9,16.4,3,,,5.1,,1016.2,
45903,14.4,11,19.1,0.6,,,5.1,,1014.8,
45904,9.3,6.4,12.3,0,,,8.8,,1026,
45905,9.2,3.8,14.8,0,,,5.3,,1029.8,
45906,9.7,4,14.9,0,,,3.8,,1028.7,
45907,12.1,7.9,15.2,0,,,8,,1024.2,
45908,14.5,11.1,17.4,0,,,4.5,,1016.9,
45909,16,9.9,23.3,0,,,5.4,,1017,
45910,18,13.6,23.5,0,,,8.8,,1015.9,
45911,17.3,10.7,24.2,0,,,5.2,,1023.6,
45912,16.4,10.5,22.4,0,,,5.9,,1023.5,
45913,16.3,13.3,19.1,0,,,11.3,,1018.2,
45914,18.4,13.4,24,0.4,,,5.5,,1017.9,
45915,17.4,14.8,20.8,3.9,,,6.9,,1018.5,
45916,16.6,13,20.1,0,,,5.9,,1018.6,
45917,19,15,23.5,0,,,6.6,,1017.6,
45918,19.5,17.2,23.1,8.2,,,6.7,,1015.5,
45919,19,17.6,21.4,6.5,,,6.2,,1011.6,
45920,17.6,16.2,19,34.3,,,10.8,,1008.4,
45921,14.6,12.3,17.4,8.1,,,10.8,,1004.4,
45922,15.3,10.6,21,0,,,9.4,,1009.9,
45923,15,8.3,19.9,0,,,5.1,,1019.9,
45924,12.9,8.8,16.2,0,,,10.1,,1032.7,
45925,13.9,10.7,17.1,0,,,12.8,,1031.4,
45926,16.9,12,21.3,0,,,16.9,,1020,
45927,16,13.6,18.6,25,,,12.6,,1010.8,
45928,16.8,10.7,23.4,0,,,7.5,,1014.2,
45929,18.4,12.3,23.6,0.3,,,5.9,,1016.2,
45930,19.4,14.7,24.8,0,,,6.2,,1020.9,
45931,18.3,12.9,23.5,0,,,5.3,,1026.1,
45932,19.3,15.4,23.4,0,,,7.2,,1022.2,
45933,21.2,17.3,25.4,0,,,8.2,,1014,
45934,23.5,20.2,27.8,1.5,,,10.1,,1007.9,
45935,19.7,15.1,22.1,24,,,13.4,,1008.2,
45936,14.8,12,18.5,,,,10.8,,1019.5,
45937,16.3,10.7,21.9,,,,7,,1022.7,
45938,18.8,13.5,24,,,,6.9,,1022.9,
45939,20.5,16.4,24.4,,,,8.7,,1018.7,
45940,20.5,17,24.1,,,,7.6,,1014.9,
45941,19.6,16,23,,,,9.1,,1012.7,
45942,15.9,14.6,18.5,0.3,,,12,,1004.1,
45943,18.6,12.9,25.2,,,,11.6,,1007.8,
45944,20,14.5,24.3,,,,5.8,,1014.6,
45945,22.3,19.1,26.3,,,,10.9,,1013.2,
45946,22.9,18.4,28.1,,,,4.8,,1013.6,
45947,19.7,16.4,22,2,,,7.3,,1017.5,
45948,17.1,13,22.4,2,,,8.3,,1025.8,
45949,16.9,12.4,20.5,,,,10.4,,1025.8,
45950,20,16.3,23.8,,,,14.1,,1021.6,
45951,23.1,18.8,27.7,,,,13.7,,1017.2,
45952,23,20.7,25.7,,,,9,,1017.2,
45953,25.1,20.8,30.4,,,,10.1,,1012.5,
45954,21.4,19.9,23.8,38,,,10,,1008.1,
45955,16.3,13.6,19.8,88,,,10.3,,1010.8,
45956,17.5,10.4,23.9,,,,6.1,,1016.2,
45957,12.5,10.6,16.2,,,,11.6,,1023.8,
45958,12,8,15.5,,,,11.1,,1030.1,
45959,13.3,9.6,16.6,,,,6.6,,1029.1,
45960,16.3,13,19.2,,,,7.3,,1023.6,
45961,18.9,14.5,23.2,,,,8.2,,1015.4,
45962,21.9,16.2,27.4,,,,5.2,,1012.7,
45963,20.7,18.5,23.3,1.1,,,6.3,,1013,
45964,22.2,17.5,28.1,,,,6.6,,1012.6,
45965,19.7,16.1,22.2,7,,,8.7,,1011.3,
45966,16.5,12.9,20.8,,,,10.1,,1021.3,
45967,15.5,12.5,17.9,,,,9.5,,1019.6,
45968,14.6,13,16.3,8.1,,,9.1,,1014.2,
45969,16.3,11.7,20.3,4.2,,,5.8,,1018.2,
45970,19.3,14.2,24.2,,,,5.5,,1018.2,
45971,20.9,15.6,26.4,,,,6.2,,1018.8,
45972,20.7,16.9,24.8,,,,9,,1016.2,
45973,21.4,18,25.6,0.9,,,9.4,,1012.7,
45974,20.7,16,25.1,,,,9.8,,1014.2,
